Month,Predicted Sunspots
2011-01-01,28.271907116225098
2011-02-01,29.452206891725883
2011-03-01,29.899434939494398
2011-04-01,29.58047483420004
2011-05-01,29.549367366839903
2011-06-01,29.26246087230875
